Document,Page,Block,WordCount,Text
Ustawa.pdf,2,2,98,"pobyt ludzi, które wraz z pomieszczeniami pomocniczymi służą zaspokajaniu ich. potrzeb mieszkaniowych Przepis ten stosuje się odpowiednio również do. samodzielnych lokali wykorzystywanych zgodnie z przeznaczeniem na cele inne niż. mieszkalne 3 Spełnienie wymagań, o których mowa w ust. 1a–2, stwierdza starosta w formie zaświadczenia 4 Do lokalu mogą przynależeć, jako jego części składowe, pomieszczenia,. choćby nawet do niego bezpośrednio nie przylegały lub były położone w granicach. nieruchomości gruntowej poza budynkiem, w którym wyodrębniono dany lokal,. a w szczególności: piwnica, strych, komórka, garaż, zwane dalej „pomieszczeniami. przynależnymi” 5 Lokale wraz z pomieszczeniami do nich przynależnymi zaznacza się na rzucie."
Ustawa.pdf,2,3,53,"odpowiednich kondygnacji budynku, a w razie położenia pomieszczeń przynależnych. poza budynkiem mieszkalnym – także na wyrysie z operatu ewidencyjnego;. dokumenty te stanowią załącznik do aktu ustanawiającego odrębną własność lokalu. 6 W razie braku dokumentacji technicznej budynku, zaznaczeń, o których mowa. w ust 5, dokonuje się, zgodnie z wymogami przepisów prawa budowlanego, na koszt."
Ustawa.pdf,2,4,25,"dotychczasowego właściciela nieruchomości, o ile strony umowy o ustanowienie. odrębnej własności lokalu nie postanowiły inaczej. Art 3 1 W razie wyodrębnienia własności lokali właścicielowi lokalu."
Ustawa.pdf,2,5,23,"przysługuje udział w nieruchomości wspólnej jako prawo związane z własnością. lokali Nie można żądać zniesienia współwłasności nieruchomości wspólnej, dopóki. trwa odrębna własność lokali."
Ustawa.pdf,2,6,26,"2 Nieruchomość wspólną stanowi grunt oraz części budynku i urządzenia, które. nie służą wyłącznie do użytku właścicieli lokali. 3 Udział właściciela lokalu wyodrębnionego w nieruchomości wspólnej."
Ustawa.pdf,2,7,33,odpowiada stosunkowi powierzchni użytkowej lokalu wraz z powierzchnią. pomieszczeń przynależnych do łącznej powierzchni użytkowej wszystkich lokali wraz. z pomieszczeniami do nich przynależnymi. Udział właściciela samodzielnych lokali. niewyodrębnionych w nieruchomości wspólnej odpowiada stosunkowi powierzchni.
Ustawa.pdf,3,1,44,"©Kancelaria Sejmu s 3/15 2023-09-21 użytkowej tych lokali wraz z powierzchnią pomieszczeń przynależnych do łącznej. powierzchni użytkowej wszystkich lokali wraz z pomieszczeniami do nich. przynależnymi 3a Na potrzeby stosowania ustawy przyjmuje się, że udział w nieruchomości. wspólnej współwłaściciela lokalu w częściach ułamkowych odpowiada iloczynowi."
Ustawa.pdf,3,2,30,"wielkości jego udziału we współwłasności lokalu i wielkości udziału we. współwłasności nieruchomości wspólnej przypadającej na ten lokal. 4 Do wyznaczenia stosunku, o którym mowa w ust. 3, niezbędne jest określenie,."
Ustawa.pdf,3,3,26,"oddzielnie dla każdego samodzielnego lokalu, jego powierzchni użytkowej wraz. z powierzchnią pomieszczeń do niego przynależnych. 5 Jeżeli nieruchomość, z której wyodrębnia się własność lokali, stanowi grunt."
Ustawa.pdf,3,4,24,"zabudowany kilkoma budynkami, udział właściciela lokalu wyodrębnionego. w nieruchomości wspólnej odpowiada stosunkowi powierzchni użytkowej lokalu. wraz z powierzchnią pomieszczeń przynależnych do łącznej powierzchni użytkowej."
Ustawa.pdf,3,5,26,wszystkich lokali wraz z pomieszczeniami do nich przynależnymi. 6 W wypadku gdy na podstawie jednej czynności prawnej dokonanej przez. właściciela lub przez wszystkich współwłaścicieli nieruchomości następuje.
Ustawa.pdf,3,6,92,"wyodrębnienie wszystkich lokali, wysokość udziałów, o których mowa w ust. 1, określają odpowiednio w umowie właściciel lub współwłaściciele. 7 W budynkach, w których nastąpiło wyodrębnienie własności co najmniej. jednego lokalu i ustalenie wysokości udziałów w nieruchomości wspólnej bez. uwzględnienia powierzchni pomieszczeń przynależnych lub w sposób inny niż okreś-. lony w ust 3, a przy wyodrębnianiu kolejnych lokali ustalano wysokość udziałów. w nieruchomości wspólnej w taki sam sposób, do czasu wyodrębnienia ostatniego. lokalu stosuje się zasady obliczania udziału w nieruchomości wspólnej takie, jak przy. wyodrębnieniu pierwszego lokalu Przepisu zdania poprzedzającego nie stosuje się,."
Ustawa.pdf,3,7,60,"jeżeli wszyscy właściciele lokali wyodrębnionych i dotychczasowy właściciel. nieruchomości dokonają w umowie nowego ustalenia wysokości udziałów. w nieruchomości wspólnej Art 3a 1 Przy oddawaniu w użytkowanie wieczyste ułamkowej części gruntu,. jako prawa związanego z odrębną własnością lokali, stosuje się następujące zasady:. 1) nie oddaje się gruntu we współużytkowanie wieczyste, jeżeli stanowi on. przedmiot współwłasności związanej z własnością uprzednio wyodrębnionych. lokali;"
Ustawa.pdf,4,1,46,"©Kancelaria Sejmu s 4/15 2023-09-21 2) nie sprzedaje się udziału we współwłasności gruntu, jeżeli grunt ten stanowi. przedmiot współużytkowania wieczystego związanego z własnością uprzednio. wyodrębnionych lokali; 3) ustala się jeden termin trwania prawa użytkowania wieczystego w odniesieniu do. wszystkich udziałów we współużytkowaniu wieczystym, niezależnie od daty."
Ustawa.pdf,4,2,28,"wyodrębnienia lokalu, z którym jest związany udział w tym prawie. 2 Jeżeli przy ustanowieniu odrębnej własności lokali ustanowiono różne. terminy trwania prawa współużytkowania wieczystego przynależnej do tych lokali."
Ustawa.pdf,4,3,51,"działki budowlanej, właściciele wyodrębnionych lokali mogą żądać zmiany terminów. przez przyjęcie jednego terminu dla wszystkich udziałów we współużytkowaniu. wieczystym tej działki Z żądaniem takim może wystąpić także właściwy organ. Termin ten ustanawia się stosownie do najdalszego terminu ustalonego dla pozo-. stałych udziałów Art 4 1 Dotychczasowemu właścicielowi nieruchomości przysługują co do."
Ustawa.pdf,4,4,64,"niewyodrębnionych lokali oraz co do nieruchomości wspólnej takie same. uprawnienia, jakie przysługują właścicielom lokali wyodrębnionych; odnosi się to. także do jego obowiązków. 2 Jeżeli do wyodrębniania własności lokali dochodzi sukcesywnie, właściciele. lokali już wyodrębnionych nie są stronami umów o wyodrębnieniu dalszych lokali. 3 Jeżeli budynek został wzniesiony na gruncie oddanym w użytkowanie. wieczyste, przedmiotem wspólności jest to prawo, a dalsze przepisy o własności lub."
Ustawa.pdf,4,5,27,"współwłasności gruntu stosuje się odpowiednio do prawa użytkowania wieczystego. Art 5 1 Jeżeli powierzchnia nieruchomości gruntowej zabudowanej. budynkiem, w którym wyodrębniono własność lokali, jest większa niż powierzchnia."
Ustawa.pdf,4,6,50,"działki budowlanej, w rozumieniu przepisów o gospodarce nieruchomościami,. niezbędnej do korzystania z niego, współwłaściciele mogą dokonać podziału tej. nieruchomości 2 Jeżeli na nieruchomości gruntowej jest położony więcej niż jeden budynek,. a przynajmniej w jednym z nich wyodrębniono własność lokalu, współwłaściciele. mogą dokonać podziału tej nieruchomości polegającego na wydzieleniu z do-."
Ustawa.pdf,4,7,25,"tychczasowej nieruchomości dwóch lub więcej działek budowlanych. 3 Przy dokonywaniu podziału, o którym mowa w ust. 1 i 2, stosuje się przepisy. o gospodarce nieruchomościami"
Ustawa.pdf,5,1,117,"©Kancelaria Sejmu s 5/15 2023-09-21 Art 6 Ogół właścicieli, których lokale wchodzą w skład określonej. nieruchomości, tworzy wspólnotę mieszkaniową. Wspólnota mieszkaniowa może nabywać prawa i zaciągać zobowiązania, pozywać i być pozwana. Rozdział 2 Ustanowienie własności lokalu Art 7 1 Odrębną własność lokalu można ustanowić w drodze umowy, a także. jednostronnej czynności prawnej właściciela nieruchomości albo orzeczenia sądu. znoszącego współwłasność 2 Umowa o ustanowieniu odrębnej własności lokalu powinna być dokonana. w formie aktu notarialnego; do powstania tej własności niezbędny jest wpis do księgi. wieczystej 3 W razie ustanowienia odrębnej własności lokalu bez zaświadczenia, o którym. mowa w art 2 ust 3, powództwo o stwierdzenie nieważności takiego ustanowienia. może wnieść również właściwy z uwagi na położenie nieruchomości wójt, burmistrz."
Ustawa.pdf,5,2,117,"albo prezydent miasta, starosta. Art 8 1 Umowa o ustanowieniu odrębnej własności lokalu powinna określać. w szczególności: 1) rodzaj, położenie i powierzchnię lokalu oraz pomieszczeń do niego. przynależnych; 2) wielkość udziałów przypadających właścicielom poszczególnych lokali. w nieruchomości wspólnej 2 Współwłaściciele mogą w umowie określić także sposób zarządu. nieruchomością wspólną 3 Umowa o ustanowieniu odrębnej własności lokalu może być zawarta albo. przez współwłaścicieli nieruchomości, albo przez właściciela nieruchomości. i nabywcę lokalu Art 9 1 Odrębna własność lokalu może powstać także w wykonaniu umowy. zobowiązującej właściciela gruntu do wybudowania na tym gruncie domu oraz do. ustanowienia – po zakończeniu budowy – odrębnej własności lokali i przeniesienia. tego prawa na drugą stronę umowy lub na inną wskazaną w umowie osobę."
Ustawa.pdf,5,3,25,"2 Do ważności umowy, o której mowa w ust. 1, niezbędne jest, aby strona. podejmująca się budowy była właścicielem gruntu, na którym dom ma być."
Ustawa.pdf,6,1,51,"©Kancelaria Sejmu s 6/15 2023-09-21 wzniesiony, oraz aby uzyskała pozwolenie na budowę, a roszczenie o ustanowienie. odrębnej własności lokalu i o przeniesienie tego prawa zostało ujawnione w księdze. wieczystej 3 W wypadku wykonywania umowy w sposób wadliwy albo sprzeczny. z umową, na wniosek każdego nabywcy, sąd może powierzyć, w trybie postępowania."
Ustawa.pdf,6,2,22,"nieprocesowego, dalsze wykonywanie umowy innemu wykonawcy na koszt. i niebezpieczeństwo właściciela gruntu. Art 10 Właściciel nieruchomości może ustanawiać odrębną własność lokali dla."
Ustawa.pdf,6,3,42,"siebie, na mocy jednostronnej czynności prawnej. W takim wypadku stosuje się. odpowiednio przepisy o ustanowieniu odrębnej własności w drodze umowy. Art 11 1 Przepisy o ustanowieniu odrębnej własności lokali w drodze umowy. stosuje się również odpowiednio do wyodrębnienia własności lokalu z mocy."
Ustawa.pdf,6,4,23,"orzeczenia sądu znoszącego współwłasność nieruchomości. 2 Jeżeli uczynienie zadość przesłance samodzielności lokali wymaga wykonania. robót adaptacyjnych, sąd może w postanowieniu wstępnym, uznającym żądanie."
Ustawa.pdf,6,5,56,"ustanowienia odrębnej własności lokali w zasadzie za usprawiedliwione, upoważnić. zainteresowanego uczestnika postępowania do ich wykonania – tymczasowo na jego. koszt W razie przeszkód stawianych przez innych uczestników, sąd –. w postanowieniu wstępnym lub w postanowieniu oddzielnym – może wydać stosowne. nakazy lub zakazy 3 Jeżeli wydzielenie lokalu byłoby sprzeczne z art. 2 ust 1a–2, sąd, znosząc"
Ustawa.pdf,6,6,23,"współwłasność nieruchomości, nie orzeka o jej podziale przez wydzielenie lokalu,. a ustala udziały współwłaścicieli w nieruchomości. Rozdział 3 Prawa i obowiązki właścicieli lokali."
Ustawa.pdf,6,7,26,Art 12 1 Właściciel lokalu ma prawo do współkorzystania z nieruchomości. wspólnej zgodnie z jej przeznaczeniem. 2 Pożytki i inne przychody z nieruchomości wspólnej służą pokrywaniu.
Ustawa.pdf,6,8,43,"wydatków związanych z jej utrzymaniem, a w części przekraczającej te potrzeby. przypadają właścicielom lokali w stosunku do ich udziałów. W takim samym stosunku. właściciele lokali ponoszą wydatki i ciężary związane z utrzymaniem nieruchomości. wspólnej w części nieznajdującej pokrycia w pożytkach i innych przychodach."
Ustawa.pdf,7,1,48,"©Kancelaria Sejmu s 7/15 2023-09-21 3 Uchwała właścicieli lokali może ustalić zwiększenie obciążenia z tego tytułu. właścicieli lokali użytkowych, jeżeli uzasadnia to sposób korzystania z tych lokali. Art 13 1 Właściciel ponosi wydatki związane z utrzymaniem jego lokalu, jest. obowiązany utrzymywać swój lokal w należytym stanie, przestrzegać porządku."
Ustawa.pdf,7,2,51,"domowego, uczestniczyć w kosztach zarządu związanych z utrzymaniem nie-. ruchomości wspólnej, korzystać z niej w sposób nieutrudniający korzystania przez. innych współwłaścicieli oraz współdziałać z nimi w ochronie wspólnego dobra. 2 Na żądanie zarządu właściciel lokalu jest obowiązany zezwalać na wstęp do. lokalu, ilekroć jest to niezbędne do przeprowadzenia konserwacji, remontu albo."
Ustawa.pdf,7,3,71,"usunięcia awarii w nieruchomości wspólnej, a także w celu wyposażenia budynku,. jego części lub innych lokali w dodatkowe instalacje. Art 14 Na koszty zarządu nieruchomością wspólną składają się. w szczególności: 1) wydatki na remonty i bieżącą konserwację;. 2) opłaty za dostawę energii elektrycznej i cieplnej, gazu i wody, w części. dotyczącej nieruchomości wspólnej, oraz opłaty za antenę zbiorczą i windę;. 3) ubezpieczenia, podatki i inne opłaty publicznoprawne, chyba że są pokrywane."
Ustawa.pdf,7,4,116,"bezpośrednio przez właścicieli poszczególnych lokali;. 4) wydatki na utrzymanie porządku i czystości;. 5) wynagrodzenie członków zarządu lub zarządcy. Art 15 1 Na pokrycie kosztów zarządu właściciele lokali uiszczają zaliczki. w formie bieżących opłat, płatne z góry do dnia 10 każdego miesiąca. 2 (uchylony) Art 16 1 Jeżeli właściciel lokalu zalega długotrwale z zapłatą należnych od. niego opłat lub wykracza w sposób rażący lub uporczywy przeciwko obowiązującemu. porządkowi domowemu albo przez swoje niewłaściwe zachowanie czyni korzystanie. z innych lokali lub nieruchomości wspólnej uciążliwym, wspólnota mieszkaniowa. może w trybie procesu żądać sprzedaży lokalu w drodze licytacji na podstawie. przepisów Kodeksu postępowania cywilnego o egzekucji z nieruchomości. 2 Właścicielowi, którego lokal został sprzedany, nie przysługuje prawo do. lokalu zamiennego"
Ustawa.pdf,8,1,68,"©Kancelaria Sejmu s 8/15 2023-09-21 Art 17 Za zobowiązania dotyczące nieruchomości wspólnej odpowiada. wspólnota mieszkaniowa bez ograniczeń, a każdy właściciel lokalu – w części. odpowiadającej jego udziałowi w tej nieruchomości. Rozdział 4 Zarząd nieruchomością wspólną Art 18 1 Właściciele lokali mogą w umowie o ustanowieniu odrębnej. własności lokali albo w umowie zawartej później w formie aktu notarialnego określić. sposób zarządu nieruchomością wspólną, a w szczególności mogą powierzyć zarząd."
Ustawa.pdf,8,2,22,osobie fizycznej albo prawnej. 2 W razie sukcesywnego wyodrębniania lokali przyjęty przez dotychczasowych. współwłaścicieli sposób zarządu nieruchomością wspólną odnosi skutek także do.
Ustawa.pdf,8,3,68,"każdego kolejnego nabywcy lokalu. 2a Zmiana ustalonego w trybie ust. 1 sposobu zarządu nieruchomością wspólną. może nastąpić na podstawie uchwały właścicieli lokali zaprotokołowanej przez. notariusza Uchwała ta stanowi podstawę wpisu do księgi wieczystej. 3 Jeżeli sposobu zarządu nie określono w umowie, o której mowa w ust. 1, lub w uchwale zaprotokołowanej przez notariusza, obowiązują zasady określone. w niniejszym rozdziale Art 19 Jeżeli liczba lokali wyodrębnionych i lokali niewyodrębnionych,."
Ustawa.pdf,8,4,48,"należących nadal do dotychczasowego właściciela, nie jest większa niż trzy, do. zarządu nieruchomością wspólną mają odpowiednie zastosowanie przepisy Kodeksu. cywilnego i Kodeksu postępowania cywilnego o współwłasności. Art 20 1 Jeżeli liczba lokali wyodrębnionych i lokali niewyodrębnionych jest. większa niż trzy, właściciele lokali są obowiązani podjąć uchwałę o wyborze."
Ustawa.pdf,8,5,24,jednoosobowego lub kilkuosobowego zarządu. Członkiem zarządu może być. wyłącznie osoba fizyczna 2 Zarząd lub poszczególni jego członkowie mogą być w każdej chwili na mocy.
Ustawa.pdf,8,6,30,uchwały właścicieli lokali zawieszeni w czynnościach lub odwołani. Art 21 1 Zarząd kieruje sprawami wspólnoty mieszkaniowej i reprezentuje ją. na zewnątrz oraz w stosunkach między wspólnotą a poszczególnymi właścicielami. lokali
Ustawa.pdf,9,1,96,"©Kancelaria Sejmu s 9/15 2023-09-21 2 Gdy zarząd jest kilkuosobowy, oświadczenia woli za wspólnotę mieszkaniową. składają przynajmniej dwaj jego członkowie. 3 Zarząd na podstawie pełnomocnictwa, o którym mowa w art. 22 ust 2, składa oświadczenia w celu wykonania uchwał w sprawach, o których mowa w art. 22 ust 3 pkt 5, 5a i 6, ze skutkiem w stosunku do właścicieli wszystkich lokali. 4 (uchylony) 5 (uchylony) Art 22 1 Czynności zwykłego zarządu podejmuje zarząd samodzielnie. 2 Do podjęcia przez zarząd czynności przekraczającej zakres zwykłego zarządu. potrzebna jest uchwała właścicieli lokali wyrażająca zgodę na dokonanie tej czynności."
Ustawa.pdf,9,2,26,oraz udzielająca zarządowi pełnomocnictwa do zawierania umów stanowiących. czynności przekraczające zakres zwykłego zarządu w formie prawem przewidzianej. 3 Czynnościami przekraczającymi zakres zwykłego zarządu są w szczególności:.
Ustawa.pdf,9,3,21,1) ustalenie wynagrodzenia zarządu lub zarządcy nieruchomości wspólnej;. 2) przyjęcie rocznego planu gospodarczego;. 3) ustalenie wysokości opłat na pokrycie kosztów zarządu;.
Ustawa.pdf,9,4,44,"4) zmiana przeznaczenia części nieruchomości wspólnej;. 5) udzielenie zgody na nadbudowę lub przebudowę nieruchomości wspólnej, na. ustanowienie odrębnej własności lokalu powstałego w następstwie nadbudowy. lub przebudowy i rozporządzenie tym lokalem oraz na zmianę wysokości. udziałów w następstwie powstania odrębnej własności lokalu nadbudowanego. lub przebudowanego;"
Ustawa.pdf,9,5,28,"5a) udzielenie zgody na zmianę wysokości udziałów we współwłasności. nieruchomości wspólnej; 6) dokonanie podziału nieruchomości wspólnej;. 6a) nabycie nieruchomości; 7) wytoczenie powództwa, o którym mowa w art. 16;"
Ustawa.pdf,9,6,59,"8) ustalenie, w wypadkach nieuregulowanych przepisami, części kosztów. związanych z eksploatacją urządzeń lub części budynku służących zarówno do. użytku poszczególnych właścicieli lokali, jak i do wspólnego użytku właścicieli. co najmniej dwóch lokali, które zaliczane będą do kosztów zarządu. nieruchomością wspólną; 9) udzielenie zgody na podział nieruchomości gruntowej zabudowanej więcej niż. jednym budynkiem mieszkalnym i związane z tym zmiany udziałów."
Ustawa.pdf,10,1,29,"©Kancelaria Sejmu s 10/15 2023-09-21 w nieruchomości wspólnej oraz ustalenie wysokości udziałów w nowo. powstałych, odrębnych nieruchomościach wspólnych;. 10) określenie zakresu i sposobu prowadzenia przez zarząd lub zarządcę, któremu."
Ustawa.pdf,10,2,167,"zarząd nieruchomością wspólną powierzono w sposób określony w art. 18 ust 1, ewidencji pozaksięgowej kosztów zarządu nieruchomością wspólną, zaliczek. uiszczanych na pokrycie tych kosztów, a także rozliczeń z innych tytułów na. rzecz nieruchomości wspólnej 4 Połączenie dwóch lokali stanowiących odrębne nieruchomości w jedną. nieruchomość lub podział lokalu wymaga zgody właścicieli lokali wyrażonej. w uchwale W razie odmowy zainteresowany właściciel lokalu może żądać rozstrzyg-. nięcia przez sąd Art 23 1 Uchwały właścicieli lokali są podejmowane bądź na zebraniu, bądź. w drodze indywidualnego zbierania głosów przez zarząd; uchwała może być. wynikiem głosów oddanych częściowo na zebraniu, częściowo w drodze. indywidualnego ich zbierania 2 Uchwały zapadają większością głosów właścicieli lokali, liczoną według. wielkości udziałów, chyba że w umowie lub w uchwale podjętej w tym trybie. postanowiono, że w określonej sprawie na każdego właściciela przypada jeden głos. 2a Jeżeli suma udziałów w nieruchomości wspólnej nie jest równa 1 albo. większość udziałów należy do jednego właściciela bądź gdy obydwa te warunki. spełnione są łącznie, głosowanie według zasady, że na każdego właściciela przypada."
Ustawa.pdf,10,3,47,"jeden głos, wprowadza się na każde żądanie właścicieli lokali posiadających łącznie. co najmniej 1/5 udziałów w nieruchomości wspólnej. 2b Jeżeli lokal jest przedmiotem współwłasności w częściach ułamkowych,. współwłaściciele celem oddania głosu przypadającego na ich lokal w głosowaniu. prowadzonym według zasady, że na każdego właściciela przypada jeden głos,."
Ustawa.pdf,10,4,61,"obowiązani są ustanowić w formie pisemnej pełnomocnika. Ustanowienia pełnomocnika współwłaściciele lokalu dokonują większością głosów liczoną według. wielkości udziałów we współwłasności lokalu. 3 O treści uchwały, która została podjęta z udziałem głosów zebranych. indywidualnie, każdy właściciel lokalu powinien zostać powiadomiony na piśmie. Art 24 W razie braku zgody wymaganej większości właścicieli lokali zarząd. lub zarządca, któremu zarząd nieruchomością wspólną powierzono w sposób."
Ustawa.pdf,11,1,29,"©Kancelaria Sejmu s 11/15 2023-09-21 określony w art 18 ust 1, może żądać rozstrzygnięcia przez sąd, który orzeknie mając. na względzie cel zamierzonej czynności oraz interesy wszystkich właścicieli. Sprawę"
Ustawa.pdf,11,2,31,sąd rozpoznaje w postępowaniu nieprocesowym. Art 25 1 Właściciel lokalu może zaskarżyć uchwałę do sądu z powodu jej. niezgodności z przepisami prawa lub z umową właścicieli lokali albo jeśli narusza ona.
Ustawa.pdf,11,3,45,"zasady prawidłowego zarządzania nieruchomością wspólną lub w inny sposób narusza. jego interesy 1a Powództwo, o którym mowa w ust. 1, może być wytoczone przeciwko. wspólnocie mieszkaniowej w terminie 6 tygodni od dnia podjęcia uchwały na zebraniu. ogółu właścicieli lokali albo od dnia powiadomienia wytaczającego powództwo."
Ustawa.pdf,11,4,66,"o treści uchwały podjętej w trybie indywidualnego zbierania głosów. 2 Zaskarżona uchwała podlega wykonaniu, chyba że sąd wstrzyma jej. wykonanie do czasu zakończenia sprawy. Art 26 1 Jeżeli zarząd nie został powołany lub pomimo powołania nie. wypełnia swoich obowiązków albo narusza zasady prawidłowej gospodarki, każdy. właściciel lokalu może żądać ustanowienia zarządcy przymusowego przez sąd, który. określi zakres jego uprawnień oraz należne mu wynagrodzenie. Sąd odwoła zarządcę,"
Ustawa.pdf,11,5,46,"gdy ustaną przyczyny jego powołania. 2 Jeżeli w terminie dwóch lat od dnia wyodrębnienia własności pierwszego. lokalu w nieruchomości, w której liczba lokali wyodrębnionych i lokali. niewyodrębnionych jest większa niż trzy, właściciele lokali nie dokonają wyboru. zarządu ani nie powierzą zarządu nieruchomością wspólną w umowie zawartej."
Ustawa.pdf,11,6,48,"w formie aktu notarialnego, ustanowienia zarządcy przymusowego przez sąd może. żądać także dotychczasowy zarządca nieruchomości, który sprawował zarząd. nieruchomością w dniu, w którym wyodrębniono własność pierwszego lokalu,. i kontynuował zarząd tą nieruchomością przez okres co najmniej dwóch lat. Art 27 Każdy właściciel lokalu ma prawo i obowiązek współdziałania."
Ustawa.pdf,11,7,35,w zarządzie nieruchomością wspólną. Nie uchybia to jednak przepisom art. 21 ust 1 i art 22 ust 1 Art 28 Właściciel lokalu pełniący obowiązki członka zarządu może żądać od. wspólnoty wynagrodzenia odpowiadającego uzasadnionemu nakładowi pracy.
Ustawa.pdf,12,1,28,"©Kancelaria Sejmu s 12/15 2023-09-21 Art 29 1 Zarząd lub zarządca, któremu zarząd nieruchomością wspólną. powierzono w sposób określony w art. 18 ust 1, jest obowiązany prowadzić dla."
Ustawa.pdf,12,2,29,"każdej nieruchomości wspólnej, określoną przez wspólnotę mieszkaniową, ewidencję. pozaksięgową kosztów zarządu nieruchomością wspólną oraz zaliczek uiszczanych na. pokrycie tych kosztów, a także rozliczeń z innych tytułów na rzecz nieruchomości."
Ustawa.pdf,12,3,31,"wspólnej 1a Okresem rozliczeniowym wspólnoty mieszkaniowej jest rok kalendarzowy. 1b Zarząd lub zarządca, któremu zarząd nieruchomością wspólną powierzono. w sposób określony w art. 18 ust 1, jest obowiązany sporządzić protokół przejęcia."
Ustawa.pdf,12,4,25,"nieruchomości i jej dokumentacji technicznej (budowlanej, powykonawczej i książki. obiektu budowlanego) w imieniu wspólnoty mieszkaniowej, przechowywać. dokumentację techniczną budynku oraz prowadzić i aktualizować spis właścicieli."
Ustawa.pdf,12,5,30,"lokali i przypadających im udziałów w nieruchomości wspólnej. 1c Zarząd lub zarządca, któremu zarząd nieruchomością wspólną powierzono. w sposób określony w art. 18 ust 1, jest obowiązany do podjęcia czynności."
Ustawa.pdf,12,6,29,"zmierzających do opracowania lub aktualizacji dokumentacji technicznej budynku. i rozliczenia kosztów związanych z opracowaniem lub aktualizacją tej dokumentacji. 1d Jeżeli uchwała właścicieli lokali nie stanowi inaczej, koszty opracowania lub."
Ustawa.pdf,12,7,26,aktualizacji dokumentacji technicznej budynku obciążają:. 1) do czasu wyodrębnienia własności ostatniego lokalu – dotychczasowego. właściciela nieruchomości; 2) po wyodrębnieniu własności ostatniego lokalu – wszystkich właścicieli lokali.
Ustawa.pdf,12,8,31,"w częściach odpowiadających ich udziałom w nieruchomości wspólnej. 1e Zarząd lub zarządca, któremu zarząd nieruchomością wspólną powierzono. w sposób określony w art. 18 ust 1, może żądać od właścicieli lokali okazania."
Ustawa.pdf,12,9,22,"dokumentów potwierdzających prawo własności lokali. 2 Właściciele lokali podejmują uchwałę w przedmiocie udzielenia absolutorium. zarządowi lub zarządcy, któremu zarząd nieruchomością wspólną powierzono."
Ustawa.pdf,12,10,58,"w sposób określony w art. 18 ust 1, z prowadzonej przez niego działalności. 3 Prawo kontroli działalności zarządu służy każdemu właścicielowi lokalu. Art 30 1 Zarząd lub zarządca, któremu zarząd nieruchomością wspólną. powierzono w sposób określony w art. 18 ust 1, jest obowiązany: 1) dokonywać rozliczeń przez rachunek bankowy;. 2) składać właścicielom lokali roczne sprawozdanie ze swojej działalności;."
Ustawa.pdf,13,1,24,"©Kancelaria Sejmu s 13/15 2023-09-21 3) zwoływać zebranie ogółu właścicieli lokali co najmniej raz w roku, nie później. niż w pierwszym kwartale każdego roku."
Ustawa.pdf,13,2,24,"1a W wypadku gdy zarząd lub zarządca, któremu zarząd nieruchomością. wspólną powierzono w sposób określony w art. 18 ust 1, nie zwoła zebrania ogółu."
Ustawa.pdf,13,3,30,"właścicieli lokali w terminie, o którym mowa w ust. 1 pkt 3, zebranie coroczne może. zwołać każdy z właścicieli. 2 Przedmiotem zebrania, o którym mowa w ust. 1, powinny być"
Ustawa.pdf,13,4,46,"w szczególności: 1) uchwalenie rocznego planu gospodarczego zarządu nieruchomością wspólną. i opłat na pokrycie kosztów zarządu;. 2) ocena pracy zarządu lub zarządcy, któremu zarząd nieruchomością wspólną. powierzono w sposób określony w art. 18 ust 1; 3) sprawozdanie zarządu i podjęcie uchwały w przedmiocie udzielenia mu. absolutorium"
Ustawa.pdf,13,5,120,"Art 31 Zebrania ogółu właścicieli lokali:. a) mogą być także, w razie potrzeby, zwoływane przez zarząd lub zarządcę,. któremu zarząd nieruchomością wspólną powierzono w sposób określony. w art 18 ust 1, b) zwoływane są na wniosek właścicieli lokali dysponujących co najmniej. 1/10 udziałów w nieruchomości wspólnej przez zarząd lub zarządcę, któremu. zarząd nieruchomością wspólną powierzono w sposób określony w art. 18 ust 1 Art 32 1 O zebraniu ogółu właścicieli lokali zarząd lub zarządca, któremu. zarząd nieruchomością wspólną powierzono w sposób określony w art. 18 ust 1, zawiadamia każdego właściciela lokalu na piśmie przynajmniej na tydzień przed. terminem zebrania 2 W zawiadomieniu należy podać dzień, godzinę, miejsce i porządek obrad. W wypadku zamierzonej zmiany we wzajemnych prawach i obowiązkach właścicieli."
Ustawa.pdf,13,6,45,"lokali należy wskazać treść tej zmiany. Art 32a Jeżeli grunt wchodzący w skład nieruchomości wspólnej nie spełnia. wymogów przewidzianych dla działki budowlanej, uniemożliwiając prawidłowe. i racjonalne korzystanie z budynków i urządzeń z nimi związanych, zarząd lub. zarządca, któremu zarząd nieruchomością wspólną powierzono w sposób określony."
Ustawa.pdf,14,1,27,"©Kancelaria Sejmu s 14/15 2023-09-21 w art 18 ust 1, jest obowiązany przedstawić właścicielom lokali projekty uchwał. w sprawie: 1) wyrażenia zgody na nabycie przyległych nieruchomości gruntowych."
Ustawa.pdf,14,2,28,"umożliwiających spełnienie wymogów przewidzianych dla działek. budowlanych; 2) udzielenia zarządowi lub zarządcy, któremu zarząd nieruchomością wspólną. powierzono w sposób określony w art. 18 ust 1, pełnomocnictwa do wykonania."
